SeqID	Source	Start	End	Strand	Partial	COG	COGcolor
CP003879.1	Prodigal	44643	45215	+	00	408489499 | transcriptional regulator, Crp/Fnr family [Psychroflexus torquis ATCC 700755] | COG0664 | T | 100.0	T
CP003879.1	Prodigal	45342	46025	+	00	408489500 | Hsp31-like protein [Psychroflexus torquis ATCC 700755] | COG0693 | R | 100.0	R
CP003879.1	Prodigal	46146	47738	+	00	408489501 | NAD(FAD)-utilizing dehydrogenase, putative [Psychroflexus torquis ATCC 700755] | COG2509 | R | 100.0	R
CP003879.1	Prodigal	47793	49367	-	00	408489502 | asparagine synthetase (glutamine-hydrolyzing) [Psychroflexus torquis ATCC 700755] | COG0367 | E | 100.0	E
CP003879.1	Prodigal	49487	49933	+	00	408489503 | transcriptional regulator, AsnC family [Psychroflexus torquis ATCC 700755] | COG1522 | K | 100.0	K
CP003879.1	Prodigal	49950	51500	-	00	#	#
CP003879.1	Prodigal	51647	52822	+	00	408489505 | 2-isopropylmalate synthase [Psychroflexus torquis ATCC 700755] | COG0119 | E | 100.0	E
CP003879.1	Prodigal	52833	54215	+	00	408489506 | 3-isopropylmalate dehydratase large subunit [Psychroflexus torquis ATCC 700755] | COG0065 | E | 100.0	E
CP003879.1	Prodigal	54217	54822	+	00	408489507 | 3-isopropylmalate dehydratase small subunit [Psychroflexus torquis ATCC 700755] | COG0066 | E | 100.0	E
CP003879.1	Prodigal	54950	56059	+	00	408489508 | 3-isopropylmalate dehydrogenase [Psychroflexus torquis ATCC 700755] | COG0473 | CE | 100.0	CE
CP003879.1	Prodigal	56123	57397	-	00	408489509 | argininosuccinate lyase [Psychroflexus torquis ATCC 700755] | COG0165 | E | 100.0	E
CP003879.1	Prodigal	57417	58490	-	00	408489510 | acetylornithine deacetylase [Psychroflexus torquis ATCC 700755] | COG0624 | E | 100.0	E
CP003879.1	Prodigal	58487	59269	-	00	408489511 | acetylglutamate kinase [Psychroflexus torquis ATCC 700755] | COG0548 | E | 100.0	E
CP003879.1	Prodigal	59295	60236	-	00	336171748 | N-acetylornithine carbamoyltransferase [Lacinutrix sp. 5H-3-7-4] | COG0078 | E | 80.1	E
CP003879.1	Prodigal	60238	61362	-	00	408489513 | acetylornithine aminotransferase [Psychroflexus torquis ATCC 700755] | COG4992 | E | 100.0	E
CP003879.1	Prodigal	61359	62159	-	00	408489514 | pyrroline-5-carboxylate reductase [Psychroflexus torquis ATCC 700755] | COG0345 | E | 100.0	E
CP003879.1	Prodigal	62223	63200	-	00	408489515 | N-acetyl-gamma-glutamyl-phosphate reductase [Psychroflexus torquis ATCC 700755] | COG0002 | E | 100.0	E
CP003879.1	Prodigal	63197	64381	-	00	408489516 | argininosuccinate synthase [Psychroflexus torquis ATCC 700755] | COG0137 | E | 100.0	E
CP003879.1	Prodigal	64378	65001	-	00	408489517 | hypothetical protein P700755_000062 [Psychroflexus torquis ATCC 700755] | COG0454 | KR | 100.0	KR
CP003879.1	Prodigal	65369	66634	-	00	408489518 | threonine dehydratase [Psychroflexus torquis ATCC 700755] | COG1171 | E | 100.0	E
CP003879.1	Prodigal	66636	68132	-	00	408489519 | Ketol-acid reductoisomerase [Psychroflexus torquis ATCC 700755] | COG0059 | EH | 100.0	EH
CP003879.1	Prodigal	68150	68671	-	00	408489520 | acetolactate synthase small subunit [Psychroflexus torquis ATCC 700755] | COG0440 | E | 100.0	E
CP003879.1	Prodigal	68673	70406	-	00	408489521 | acetolactate synthase large subunit [Psychroflexus torquis ATCC 700755] | COG0028 | EH | 100.0	EH
CP003879.1	Prodigal	70440	72143	-	00	408489522 | dihydroxy-acid dehydratase [Psychroflexus torquis ATCC 700755] | COG0129 | EG | 100.0	EG
CP003879.1	Prodigal	72724	74016	-	00	408489523 | threonine synthase [Psychroflexus torquis ATCC 700755] | COG0498 | E | 100.0	E
CP003879.1	Prodigal	74038	74967	-	00	408489524 | homoserine kinase [Psychroflexus torquis ATCC 700755] | COG0083 | E | 100.0	E
CP003879.1	Prodigal	75018	77465	-	00	408489525 | aspartokinase/homoserine dehydrogenase [Psychroflexus torquis ATCC 700755] | COG0527 | E | 100.0	E
CP003879.1	Prodigal	77536	78675	-	00	408489526 | glucose/sorbosone dehydrogenase, putative [Psychroflexus torquis ATCC 700755] | COG5433 | X | 100.0	X
CP003879.1	Prodigal	79325	79774	-	00	408489527 | copper-containing nitrite reductase [Psychroflexus torquis ATCC 700755] | COG2010 | C | 100.0	C
CP003879.1	Prodigal	79777	80889	-	00	408489528 | PQQ-dependent oxidoreductase, GdhB family [Psychroflexus torquis ATCC 700755] | COG2133 | G | 100.0	G
CP003879.1	Prodigal	80953	81102	-	00	#	#
CP003879.1	Prodigal	81102	81878	-	00	408489529 | metal-dependent hydrolase, beta-lactamase superfamily [Psychroflexus torquis ATCC 700755] | COG1235 | P | 100.0	P
CP003879.1	Prodigal	81972	83306	+	00	#	#
CP003879.1	Prodigal	83359	84594	-	00	408489531 | transposase, IS4 family [Psychroflexus torquis ATCC 700755] | COG3385 | X | 100.0	X
CP003879.1	Prodigal	84888	86348	-	00	408489532 | potassium uptake protein TrkH [Psychroflexus torquis ATCC 700755] | COG0168 | P | 100.0	P
CP003879.1	Prodigal	86386	87750	-	00	408489533 | potassium uptake protein TrkA [Psychroflexus torquis ATCC 700755] | COG0569 | P | 100.0	P
CP003879.1	Prodigal	87855	88586	+	00	408489534 | ubiquinone/menaquinone biosynthesis methyltransferase UbiE [Psychroflexus torquis ATCC 700755] | COG2226 | H | 100.0	H
CP003879.1	Prodigal	88589	89287	+	00	#	#
CP003879.1	Prodigal	89289	90017	-	00	408489536 | RNA methyltransferase, SpoU_methylase superfamily [Psychroflexus torquis ATCC 700755] | COG0566 | J | 100.0	J
CP003879.1	Prodigal	90049	92604	+	00	408489537 | outer membrane protein, Bac_surface_Ag superfamily protein [Psychroflexus torquis ATCC 700755] | COG4775 | M | 100.0	M
CP003879.1	Prodigal	92653	93720	+	00	408489538 | fructose-bisphosphate aldolase class II [Psychroflexus torquis ATCC 700755] | COG0191 | G | 100.0	G
CP003879.1	Prodigal	93739	94599	+	00	408489539 | acetyl-coenzyme A carboxyl transferase beta chain [Psychroflexus torquis ATCC 700755] | COG0777 | I | 100.0	I
CP003879.1	Prodigal	95520	96143	-	00	408489540 | diadenosine hexaphosphate hydrolase, putative [Psychroflexus torquis ATCC 700755] | COG0494 | V | 100.0	V
CP003879.1	Prodigal	96152	96796	+	00	408489541 | orotate phosphoribosyltransferase PyrE [Psychroflexus torquis ATCC 700755] | COG0461 | F | 100.0	F
CP003879.1	Prodigal	96800	97192	+	00	472323049 | hypothetical protein MED152_12929 [Polaribacter sp. MED152] | COG3427 | C | 53.1	C
CP003879.1	Prodigal	97309	101286	+	00	408489543 | two-component sensor hybrid histidine kinase [Psychroflexus torquis ATCC 700755] | COG5002 | T | 100.0	T
CP003879.1	Prodigal	101421	102326	+	00	408489544 | ERG3-like sterol desaturase, putative [Psychroflexus torquis ATCC 700755] | COG3000 | I | 100.0	I
CP003879.1	Prodigal	102367	103398	+	00	#	#
CP003879.1	Prodigal	103487	105958	+	00	408489546 | metallocarboxypeptidase, M14 peptidase superfamily [Psychroflexus torquis ATCC 700755] | COG2866 | M | 100.0	M
CP003879.1	Prodigal	105967	107262	-	00	#	#
CP003879.1	Prodigal	107234	107776	-	00	#	#
CP003879.1	Prodigal	107760	108305	-	00	408489549 | RNA polymerase ECF-type sigma factor [Psychroflexus torquis ATCC 700755] | COG1595 | K | 100.0	K
CP003879.1	Prodigal	109092	109733	+	00	408489550 | atypical short chain dehydrogenase/reductase, SDR_a5 family [Psychroflexus torquis ATCC 700755] | COG0702 | R | 100.0	R
CP003879.1	Prodigal	109774	109998	+	00	#	#
CP003879.1	Prodigal	110468	110989	+	00	#	#
CP003879.1	Prodigal	111163	111363	-	00	#	#
CP003879.1	Prodigal	112050	114311	+	00	#	#
CP003879.1	Prodigal	114314	115240	+	00	#	#
CP003879.1	Prodigal	115367	115996	+	00	408489554 | hemolysin III-like membrane channel protein [Psychroflexus torquis ATCC 700755] | COG1272 | U | 100.0	U
CP003879.1	Prodigal	116211	117110	+	00	408489555 | lipoate synthase [Psychroflexus torquis ATCC 700755] | COG0320 | H | 100.0	H
CP003879.1	Prodigal	117113	118114	+	00	408489556 | NAD-dependent glyceraldehyde-3-phosphate dehydrogenase [Psychroflexus torquis ATCC 700755] | COG0057 | G | 100.0	G
CP003879.1	Prodigal	118095	118802	-	00	408489557 | cytidylate kinase [Psychroflexus torquis ATCC 700755] | COG0283 | F | 100.0	F
CP003879.1	Prodigal	118804	120846	-	00	408489558 | membrane-associated hydrolase, HD superfamily [Psychroflexus torquis ATCC 700755] | COG1480 | R | 100.0	R
CP003879.1	Prodigal	121030	122205	+	00	408489559 | acetyl-CoA acetyltransferase [Psychroflexus torquis ATCC 700755] | COG0183 | I | 100.0	I
CP003879.1	Prodigal	122222	122965	+	00	408489560 | outer membrane lipoprotein, NLPC_P60 superfamily [Psychroflexus torquis ATCC 700755] | COG0791 | M | 100.0	M
CP003879.1	Prodigal	122962	126690	-	00	408489561 | metallophosphoesterase, MPP_superfamily [Psychroflexus torquis ATCC 700755] | COG4775 | M | 100.0	M
CP003879.1	Prodigal	126733	127914	+	00	408489562 | metal-dependent phosphohydrolase, HDc superfamily [Psychroflexus torquis ATCC 700755] | COG1418 | JR | 100.0	JR
CP003879.1	Prodigal	127997	130375	-	00	#	#
CP003879.1	Prodigal	130528	131637	+	00	408489564 | thiol:disulfide interchange protein, TlpA_like family [Psychroflexus torquis ATCC 700755] | COG0526 | O | 100.0	O
CP003879.1	Prodigal	131711	133006	-	00	408489565 | NADH dehydrogenase [Psychroflexus torquis ATCC 700755] | COG1252 | C | 100.0	C
CP003879.1	Prodigal	133168	133587	+	00	408489566 | RNA polymerase sigma factor, sigma_70 superfamily [Psychroflexus torquis ATCC 700755] | COG1595 | K | 100.0	K
CP003879.1	Prodigal	133590	134195	+	00	#	#
CP003879.1	Prodigal	134199	135095	-	00	408489568 | tyrosine recombinase XerD [Psychroflexus torquis ATCC 700755] | COG4974 | L | 100.0	L
CP003879.1	Prodigal	135125	135574	-	00	408489569 | thiol peroxidase, Bcp-type [Psychroflexus torquis ATCC 700755] | COG1225 | O | 100.0	O
CP003879.1	Prodigal	135605	136273	+	00	408489570 | endonuclease III Nth [Psychroflexus torquis ATCC 700755] | COG0177 | L | 100.0	L
CP003879.1	Prodigal	136304	136453	-	00	#	#
CP003879.1	Prodigal	136507	137094	-	00	408489572 | RNA polymerase sigma factor, sigma_70 superfamily [Psychroflexus torquis ATCC 700755] | COG1595 | K | 100.0	K
CP003879.1	Prodigal	137311	140103	+	00	408489573 | excinuclease ABC subunit A UvrA [Psychroflexus torquis ATCC 700755] | COG0178 | L | 100.0	L
CP003879.1	Prodigal	140214	141680	-	00	408489574 | hypothetical protein P700755_000125 [Psychroflexus torquis ATCC 700755] | COG2244 | M | 100.0	M
CP003879.1	Prodigal	141687	142958	-	00	408489575 | glycosyltransferase_GTB_type superfamily protein [Psychroflexus torquis ATCC 700755] | COG0438 | M | 100.0	M
CP003879.1	Prodigal	142961	145381	-	00	408489576 | hypothetical protein P700755_000127 [Psychroflexus torquis ATCC 700755] | COG4485 | S | 100.0	S
CP003879.1	Prodigal	145412	145540	-	00	#	#
CP003879.1	Prodigal	145761	146681	+	00	#	#
CP003879.1	Prodigal	147688	147957	+	00	408489579 | SSU ribosomal protein S15p (S13e) RspO [Psychroflexus torquis ATCC 700755] | COG0184 | J | 100.0	J
CP003879.1	Prodigal	148200	150251	+	00	408489580 | polyribonucleotide nucleotidyltransferase Pnp [Psychroflexus torquis ATCC 700755] | COG1185 | J | 100.0	J
CP003879.1	Prodigal	150495	151298	+	00	408489581 | pyrroline-5-carboxylate reductase ProC [Psychroflexus torquis ATCC 700755] | COG0345 | E | 100.0	E
CP003879.1	Prodigal	151315	152085	+	00	408489582 | glutamate 5-kinase ProB [Psychroflexus torquis ATCC 700755] | COG0263 | E | 100.0	E
CP003879.1	Prodigal	152101	153300	+	00	408489583 | gamma-glutamyl phosphate reductase ProC [Psychroflexus torquis ATCC 700755] | COG0014 | E | 100.0	E
CP003879.1	Prodigal	153466	154329	+	00	408489584 | RNA polymerase sigma factor RpoD [Psychroflexus torquis ATCC 700755] | COG0568 | K | 100.0	K
CP003879.1	Prodigal	154421	157432	-	00	408489585 | PEP-CTERM system TPR-repeat lipoprotein [Psychroflexus torquis ATCC 700755] | COG4105 | M | 100.0	M
CP003879.1	Prodigal	157585	158277	+	00	408489586 | cell division transporter, ATP-binding protein FtsE [Psychroflexus torquis ATCC 700755] | COG2884 | D | 100.0	D
CP003879.1	Prodigal	158290	160428	+	00	408489587 | dipeptidyl carboxypeptidase Dcp [Psychroflexus torquis ATCC 700755] | COG0339 | E | 100.0	E
CP003879.1	Prodigal	160430	161320	+	00	408489588 | glycosyltransferase, group 2 family [Psychroflexus torquis ATCC 700755] | COG1216 | G | 100.0	G
CP003879.1	Prodigal	161317	162249	+	00	408489589 | glycosyltransferase, group 2 family [Psychroflexus torquis ATCC 700755] | COG1215 | N | 100.0	N
CP003879.1	Prodigal	162250	163857	-	00	408489590 | phosphoethanolamine lipopolysaccharide-modification membrane protein, sulfatase superfamily [Psychroflexus torquis ATCC 700755] | COG2194 | M | 100.0	M
CP003879.1	Prodigal	163847	164662	-	00	408489591 | glycosyltransferase, group 2 family [Psychroflexus torquis ATCC 700755] | COG1216 | G | 100.0	G
CP003879.1	Prodigal	164659	165948	-	00	408489592 | lipopolysaccharide translocase, MatE superfamily [Psychroflexus torquis ATCC 700755] | COG2244 | M | 100.0	M
CP003879.1	Prodigal	166075	167127	-	00	408489593 | cell surface protein, putative [Psychroflexus torquis ATCC 700755] | COG3391 | R | 100.0	R
CP003879.1	Prodigal	167138	168973	-	00	408489594 | outer membrane vitamin B12/siderophore TonB-dependent channel/receptor protein BtuB-like protein [Psychroflexus torquis ATCC 700755] | COG4206 | H | 100.0	H
CP003879.1	Prodigal	169331	170467	+	00	408489595 | vitamin B12/siderophore ABC transporter, periplasmic binding component, TroA_d family [Psychroflexus torquis ATCC 700755] | COG0614 | P | 100.0	P
CP003879.1	Prodigal	170460	171482	+	00	408489596 | vitamin B12/siderophore ABC transporter, permease component BtuC/FecCD-like protein [Psychroflexus torquis ATCC 700755] | COG0609 | P | 100.0	P
CP003879.1	Prodigal	171484	172293	+	00	408489597 | vitamin B12/siderophore ABC transporter, ATP-binding protein FepC/BtuD-like protein [Psychroflexus torquis ATCC 700755] | COG1120 | PH | 100.0	PH
CP003879.1	Prodigal	172290	173186	-	00	#	#
CP003879.1	Prodigal	173283	174014	+	00	408489599 | proteorhodopsin [Psychroflexus torquis ATCC 700755] | COG5524 | CT | 100.0	CT
CP003879.1	Prodigal	176017	179124	+	00	#	#
CP003879.1	Prodigal	179163	179363	-	00	#	#
CP003879.1	Prodigal	180001	180252	+	00	#	#
CP003879.1	Prodigal	180273	183134	+	00	#	#
CP003879.1	Prodigal	183113	183364	-	00	#	#
CP003879.1	Prodigal	184003	185283	+	00	#	#
CP003879.1	Prodigal	185355	187052	+	00	#	#
CP003879.1	Prodigal	187064	187312	-	00	#	#
CP003879.1	Prodigal	187386	187727	+	00	#	#
CP003879.1	Prodigal	188050	188712	+	00	#	#
CP003879.1	Prodigal	189280	192147	+	00	#	#
CP003879.1	Prodigal	192159	192566	-	00	#	#
CP003879.1	Prodigal	192892	193581	+	00	408489607 | phosphoadenylyl-sulfate reductase [Psychroflexus torquis ATCC 700755] | COG0175 | EH | 100.0	EH
CP003879.1	Prodigal	193631	195043	-	00	408489608 | rhodanese/metallo-beta-lactamase family protein [Psychroflexus torquis ATCC 700755] | COG0607 | P | 100.0	P
CP003879.1	Prodigal	195161	196081	-	00	408489609 | transcriptional regulator, AraC family [Psychroflexus torquis ATCC 700755] | COG2207 | K | 100.0	K
CP003879.1	Prodigal	196185	197684	+	00	408489610 | NAD+-dependent acetylaldehyde dehydrogenase [Psychroflexus torquis ATCC 700755] | COG1012 | C | 100.0	C
CP003879.1	Prodigal	197816	198175	+	00	408489611 | hypothetical protein P700755_000174 [Psychroflexus torquis ATCC 700755] | COG3564 | S | 100.0	S
CP003879.1	Prodigal	198434	199195	-	00	408489612 | hypothetical protein P700755_000175 [Psychroflexus torquis ATCC 700755] | COG3022 | P | 100.0	P
CP003879.1	Prodigal	199282	200319	-	00	408489613 | ribosomal large subunit pseudouridine synthase RluD-like protein [Psychroflexus torquis ATCC 700755] | COG0564 | J | 100.0	J
CP003879.1	Prodigal	200352	200909	-	00	408489614 | hypothetical protein P700755_000177 [Psychroflexus torquis ATCC 700755] | COG2815 | M | 100.0	M
CP003879.1	Prodigal	200980	201627	-	00	408489615 | membrane-associated serine protease, rhomboid superfamily [Psychroflexus torquis ATCC 700755] | COG0705 | O | 100.0	O
CP003879.1	Prodigal	201681	202562	+	00	408489616 | lipid A biosynthesis lauroyl acyltransferase [Psychroflexus torquis ATCC 700755] | COG1560 | I | 100.0	I
CP003879.1	Prodigal	202570	203955	-	00	408489617 | phosphomannomutase/phosphoglucosamine mutase [Psychroflexus torquis ATCC 700755] | COG1109 | G | 100.0	G
CP003879.1	Prodigal	204058	204654	+	00	408489618 | hypothetical protein P700755_000181 [Psychroflexus torquis ATCC 700755] | COG3124 | I | 100.0	I
CP003879.1	Prodigal	204651	205352	+	00	#	#
CP003879.1	Prodigal	205349	205717	-	00	#	#
CP003879.1	Prodigal	205798	206331	-	00	#	#
CP003879.1	Prodigal	206333	206866	-	00	#	#
CP003879.1	Prodigal	206871	207305	-	00	#	#
CP003879.1	Prodigal	207292	207801	-	00	408489624 | RNA polymerase sigma-70 factor [Psychroflexus torquis ATCC 700755] | COG1595 | K | 100.0	K
CP003879.1	Prodigal	207899	209314	+	00	408489625 | C-terminal processing serine protease, peptidase_S41 superfamily [Psychroflexus torquis ATCC 700755] | COG0793 | O | 100.0	O
CP003879.1	Prodigal	209317	210012	+	00	#	#
CP003879.1	Prodigal	210009	210656	-	00	408489627 | response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain [Psychroflexus torquis ATCC 700755] | COG2197 | TK | 100.0	TK
CP003879.1	Prodigal	210834	211916	+	00	408489628 | aminomethyltransferase (glycine cleavage system T protein) GcvT [Psychroflexus torquis ATCC 700755] | COG0404 | E | 100.0	E
CP003879.1	Prodigal	212121	212813	+	00	408489629 | NADB_Rossman superfamily protein [Psychroflexus torquis ATCC 700755] | COG1091 | M | 100.0	M
CP003879.1	Prodigal	212862	213149	+	00	408489630 | 4a-hydroxytetrahydrobiopterin dehydratase [Psychroflexus torquis ATCC 700755] | COG2154 | H | 100.0	H
CP003879.1	Prodigal	213241	213864	+	00	408489631 | dihydropteridine reductase [Psychroflexus torquis ATCC 700755] | COG0778 | C | 100.0	C
CP003879.1	Prodigal	214255	215460	-	00	332292655 | saccharopine dehydrogenase [Krokinobacter sp. 4H-3-7-5] | COG0686 | E | 69.8	E
CP003879.1	Prodigal	216331	216537	-	00	#	#
CP003879.1	Prodigal	216829	217368	-	00	#	#
CP003879.1	Prodigal	217509	218222	-	00	#	#
CP003879.1	Prodigal	218398	219327	-	00	#	#
CP003879.1	Prodigal	219534	219977	-	00	#	#
CP003879.1	Prodigal	220440	220829	-	00	408489637 | ribonuclease E activity regulator protein RraA-like protein [Psychroflexus torquis ATCC 700755] | COG0684 | J | 100.0	J
CP003879.1	Prodigal	220846	222471	-	00	408489638 | isocitrate lyase [Psychroflexus torquis ATCC 700755] | COG2224 | C | 100.0	C
CP003879.1	Prodigal	222615	224213	-	00	408489639 | malate synthase [Psychroflexus torquis ATCC 700755] | COG2225 | C | 100.0	C
CP003879.1	Prodigal	224333	225811	+	00	408489640 | hypothetical protein P700755_000205 [Psychroflexus torquis ATCC 700755] | COG3800 | R | 100.0	R
CP003879.1	Prodigal	226155	226856	-	00	408489641 | hypothetical protein P700755_000206 [Psychroflexus torquis ATCC 700755] | COG1451 | R | 100.0	R
CP003879.1	Prodigal	226856	229975	-	00	408489642 | type I restriction-modification system, restriction subunit R HsdR [Psychroflexus torquis ATCC 700755] | COG0610 | V | 100.0	V
CP003879.1	Prodigal	230210	230329	-	00	#	#
CP003879.1	Prodigal	230326	230868	-	00	408489644 | transposase, IS200 family [Psychroflexus torquis ATCC 700755] | COG1943 | X | 100.0	X
CP003879.1	Prodigal	230991	231458	-	00	#	#
CP003879.1	Prodigal	231448	232536	-	00	#	#
CP003879.1	Prodigal	232537	233562	-	00	408489647 | patatin-like phospholipase [Psychroflexus torquis ATCC 700755] | COG3621 | R | 100.0	R
CP003879.1	Prodigal	233565	234890	-	00	408489648 | type I restriction-modification system, specificity subunit S HsdS [Psychroflexus torquis ATCC 700755] | COG0732 | V | 100.0	V
CP003879.1	Prodigal	234883	235233	-	00	#	#
CP003879.1	Prodigal	235235	236257	-	00	408489650 | virulence_RhuM superfamily protein [Psychroflexus torquis ATCC 700755] | COG3943 | S | 100.0	S
CP003879.1	Prodigal	236250	237767	-	00	408489651 | type I restriction-modification system, DNA-methyltransferase subunit M HsdM [Psychroflexus torquis ATCC 700755] | COG0286 | V | 100.0	V
CP003879.1	Prodigal	237769	238386	-	00	408489652 | type I restriction-modification system, specificity subunit S HsdS [Psychroflexus torquis ATCC 700755] | COG0732 | V | 100.0	V
CP003879.1	Prodigal	239755	240498	-	00	408489653 | transcriptional regulator, XRE_HTH superfamily [Psychroflexus torquis ATCC 700755] | COG1396 | K | 100.0	K
CP003879.1	Prodigal	240609	241004	+	00	#	#
CP003879.1	Prodigal	241028	241726	+	00	408489655 | phage shock protein A PspA [Psychroflexus torquis ATCC 700755] | COG1842 | KT | 100.0	KT
CP003879.1	Prodigal	241861	242409	+	00	#	#
CP003879.1	Prodigal	242450	243247	+	00	#	#
CP003879.1	Prodigal	243271	244140	+	00	#	#
CP003879.1	Prodigal	244128	245684	+	00	408489659 | spermidine synthase SpeE [Psychroflexus torquis ATCC 700755] | COG4262 | R | 100.0	R
CP003879.1	Prodigal	245696	246004	+	00	408489660 | S-adenosylmethionine decarboxylase SpeD [Psychroflexus torquis ATCC 700755] | COG1586 | E | 100.0	E
CP003879.1	Prodigal	246492	248081	+	00	408489661 | transposase, IS4 family [Psychroflexus torquis ATCC 700755] | COG3039 | X | 100.0	X
CP003879.1	Prodigal	248721	249254	+	00	408489662 | membrane protein, rhomboid superfamily [Psychroflexus torquis ATCC 700755] | COG0705 | O | 100.0	O
CP003879.1	Prodigal	251121	255668	+	00	#	#
CP003879.1	Prodigal	256437	256949	-	00	408489667 | lactoylglutathione lyase (glyoxylase I), putative [Psychroflexus torquis ATCC 700755] | COG0346 | Q | 100.0	Q
CP003879.1	Prodigal	257072	257380	+	00	408489668 | transcriptional regulator, HTH superfamily [Psychroflexus torquis ATCC 700755] | COG1733 | K | 100.0	K
CP003879.1	Prodigal	257459	258658	+	00	#	#
CP003879.1	Prodigal	258740	259411	-	00	#	#
CP003879.1	Prodigal	259751	260206	-	00	#	#
CP003879.1	Prodigal	260897	261658	+	00	#	#
